,batsman,total_runs,total_balls,fours,sixes,strike_rate,wicket_taken,season,stadium,team,opposing_team
8,Salman Irshad,0,2,0,0,0.00,not out,2023,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars
9,Salman Irshad,0,3,0,0,0.00,not out,2024,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
10,Salman Irshad,3,4,0,0,75.00,not out,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
0,Rameez Raja,1,2,0,0,50.00,b Junaid Khan,2018,Sharjah Cricket Stadium,Quetta Gladiators,Multan Sultans
1,Rameez Raja,22,14,2,1,157.14,b Imran Tahir,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
2,Rameez Raja,1,1,0,0,100.00,not out,2018,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
3,Rameez Raja,9,9,0,1,100.00,c Sammy b Wahab Riaz,2018,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
4,Rameez Raja,7,7,0,0,100.00,c Fakhar Zaman b Yasir Shah,2018,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
0,Rahat Ali,0,1,0,0,0.00,lbw b Imran Tahir,2018,Sharjah Cricket Stadium,Quetta Gladiators,Multan Sultans
1,Rahat Ali,1,2,0,0,50.00,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
2,Rahat Ali,1,2,0,0,50.00,not out,2019,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
3,Rahat Ali,1,6,0,0,16.66,c Shahid Afridi b Sohail Tanvir,2020,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
0,Andre Fletcher,11,6,0,1,183.33,c ï¿½Sangakkara b Sohail Tanvir,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
1,Andre Fletcher,19,18,1,1,105.55,c Faheem Ashraf b Patel,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
2,Andre Fletcher,1,3,0,0,33.33,c Perera b Mir Hamza,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
3,Andre Fletcher,34,30,3,2,113.33,c Denly b Bopara,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
4,Andre Fletcher,21,15,4,0,140.00,lbw b Shadab Khan,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
5,Andre Fletcher,1,3,0,0,33.33,lbw b Mohammad Irfan,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
6,Andre Fletcher,24,14,3,1,171.42,c Christian b Mohammad Irfan,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
7,Andre Fletcher,21,21,1,2,100.00,c ï¿½Ronchi b Shadab Khan,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
8,Andre Fletcher,26,28,2,1,92.85,b Mohammad Nawaz,2019,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Quetta Gladiators
0,Mohammad Hafeez (c),56,41,5,2,136.58,c ï¿½Sangakkara b Pollard,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
1,Mohammad Hafeez (c),5,3,1,0,166.66,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
2,Mohammad Hafeez (c),14,11,0,1,127.27,run out (Sikandar Raza),2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
0,Liam Dawson,32,17,0,3,188.23,c Bravo b Sohail Tanvir,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
1,Liam Dawson,1,4,0,0,25.00,b Zafar Gohar,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
2,Liam Dawson,2,5,0,0,40.00,c Mohammad Nawaz b Watson,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
3,Liam Dawson,2,4,0,0,50.00,b Mohammad Amir,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
4,Liam Dawson,62,35,6,4,177.14,c ï¿½Sarfaraz Ahmed b Rahat Ali,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
5,Liam Dawson,13,13,0,1,100.00,c Ingram b Usman Shinwari,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
6,Liam Dawson,33,30,1,1,110.00,b Mohammad Sami,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
7,Liam Dawson,21,14,1,1,150.00,not out,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
8,Liam Dawson,43,33,4,1,130.30,c & b Usman Shinwari,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
9,Liam Dawson,21,23,1,0,91.30,c Hussain Talat b Shadab Khan,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
10,Liam Dawson,18,15,0,1,120.00,c Mohammad Ilyas b Christian,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Multan Sultans
11,Liam Dawson,52,35,3,3,148.57,not out,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
12,Liam Dawson,0,1,0,0,0.00,b Shaheen Shah Afridi,2019,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Lahore Qalandars
13,Liam Dawson,9,9,1,0,100.00,b Mohammad Amir,2019,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
14,Liam Dawson,5,6,0,0,83.33,c sub (MTC Waller) b Ahsan Ali,2019,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
15,Liam Dawson,22,16,0,1,137.50,c ï¿½Mohammad Rizwan b Mohammad Amir,2020,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
16,Liam Dawson,5,5,0,0,100.00,not out,2020,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
17,Liam Dawson,22,23,1,0,95.65,c ï¿½Zeeshan Ashraf b Shahid Afridi,2020,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
18,Liam Dawson,0,1,0,0,0.00,c Roy b Cutting,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
19,Liam Dawson,13,18,1,0,72.22,b Faulkner,2022,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
20,Liam Dawson,15,16,0,1,93.75,c Imad Wasim b Thompson,2022,"Gaddafi Stadium, Lahore",Islamabad United,Karachi Kings
21,Liam Dawson,4,6,0,0,66.66,c & b Cutting,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
22,Liam Dawson,31,26,4,1,119.23,c Brook b Zaman Khan,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
23,Liam Dawson,22,11,5,0,200.00,c Asif Afridi b Willey,2022,"Gaddafi Stadium, Lahore",Islamabad United,Multan Sultans
24,Liam Dawson,10,2,1,1,500.00,not out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
25,Liam Dawson,12,6,3,0,200.00,run out (Abdullah Shafique/ï¿½Salt),2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
26,Liam Dawson,1,2,0,0,50.00,c Aamer Yamin b Akif Javed,2023,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
0,Ross Whiteley,16,15,0,1,106.66,c Laughlin b Rahat Ali,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
1,Ross Whiteley,0,1,0,0,0.00,b Shaheen Shah Afridi,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
2,Ross Whiteley,11,10,1,0,110.00,c Duminy b Shadab Khan,2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
0,Ben Laughlin,3,2,0,0,150.00,not out,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
0,Anton Devcich,62,42,4,3,147.61,c Mohammad Sami b Faheem Ashraf,2018,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
1,Anton Devcich,22,9,5,0,244.44,c ï¿½Sangakkara b Shoaib Malik,2018,Dubai International Cricket Stadium,Lahore Qalandars,Multan Sultans
2,Anton Devcich,24,14,5,0,171.42,b Mohammad Irfan,2018,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
3,Anton Devcich,18,17,2,1,105.88,c Anwar Ali b Rahat Ali,2018,Sharjah Cricket Stadium,Lahore Qalandars,Quetta Gladiators
4,Anton Devcich,70,42,2,7,166.66,c Mohammad Hafeez b Hasan Ali,2018,Sharjah Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
5,Anton Devcich,14,12,0,0,116.66,run out (Faheem Ashraf),2019,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
6,Anton Devcich,28,30,2,0,93.33,c Bopara b Mohammad Amir,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
7,Anton Devcich,18,19,3,0,94.73,c Ibtisam Sheikh b Pollard,2019,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
8,Anton Devcich,5,7,1,0,71.42,c Pollard b Mills,2019,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Peshawar Zalmi
9,Anton Devcich,18,13,2,1,138.46,c Walton b Faheem Ashraf,2019,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
0,David Wiese,5,6,1,0,83.33,c Laughlin b Anwar Ali,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
1,David Wiese,45,20,0,5,225.00,not out,2019,Sharjah Cricket Stadium,Lahore Qalandars,Multan Sultans
2,David Wiese,20,16,0,1,125.00,c Smith b Sohail Tanvir,2019,Sharjah Cricket Stadium,Lahore Qalandars,Quetta Gladiators
3,David Wiese,3,6,0,0,50.00,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
4,David Wiese,26,16,2,2,162.50,not out,2019,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Peshawar Zalmi
5,David Wiese,12,14,1,0,85.71,c Mohammad Sami b Rumman Raees,2019,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
6,David Wiese,30,22,2,2,136.36,c Vince b Mohammad Abbas,2019,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
7,David Wiese,3,5,0,0,60.00,b Mohammad Ilyas,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
8,David Wiese,19,9,2,1,211.11,c Amad Butt b Faheem Ashraf,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
9,David Wiese,9,7,2,0,128.57,c Banton b Wahab Riaz,2020,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
10,David Wiese,17,6,0,2,283.33,not out,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
11,David Wiese,5,8,0,0,62.50,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
12,David Wiese,16,7,0,2,228.57,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
13,David Wiese,48,21,5,3,228.57,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
14,David Wiese,14,14,1,0,100.00,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
15,David Wiese,0,1,0,0,0.00,lbw b Mahmood,2021,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
16,David Wiese,13,8,1,1,162.50,c Brathwaite b Shahnawaz Dahani,2021,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
17,David Wiese,31,9,3,3,344.44,not out,2021,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
18,David Wiese,13,5,0,2,260.00,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
19,David Wiese,0,0,0,0,-,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
20,David Wiese,0,1,0,0,0.00,c ï¿½Kamran Akmal b Salman Irshad,2022,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
21,David Wiese,20,14,3,0,142.85,c ï¿½Azam Khan b Waqas Maqsood,2022,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
22,David Wiese,22,9,1,2,244.44,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
23,David Wiese,31,23,2,1,134.78,lbw b Mir Hamza,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
24,David Wiese,17,12,0,1,141.66,c Rahmanullah Gurbaz b Faheem Ashraf,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
25,David Wiese,1,4,0,0,25.00,lbw b Khalid Usman,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
26,David Wiese,8,7,0,0,114.28,lbw b Rumman Raees,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
27,David Wiese,28,8,1,3,350.00,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
28,David Wiese,28,8,1,3,350.00,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
29,David Wiese,5,4,1,0,125.00,lbw b Shahnawaz Dahani,2023,Multan Cricket Stadium,Lahore Qalandars,Multan Sultans
30,David Wiese,9,9,1,0,100.00,c Shoaib Malik b Aamer Yamin,2023,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
31,David Wiese,1,4,0,0,25.00,b Mohammad Hasnain,2023,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
32,David Wiese,8,4,1,0,200.00,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
33,David Wiese,12,6,1,1,200.00,c Hasan Ali b Abrar Ahmed,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
34,David Wiese,2,3,0,0,66.66,c & b Mohammad Nawaz,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
35,David Wiese,15,12,2,0,125.00,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
36,David Wiese,0,2,0,0,0.00,c Powell b Arshad Iqbal,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
37,David Wiese,6,2,0,1,300.00,b Fazalhaq Farooqi,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
38,David Wiese,12,12,1,1,100.00,lbw b Usama Mir,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
39,David Wiese,9,7,1,0,128.57,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
40,David Wiese,2,2,0,0,100.00,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
41,David Wiese,14,8,1,1,175.00,c Hales b Naseem Shah,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
42,David Wiese,24,11,3,0,218.18,not out,2024,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
43,David Wiese,24,9,0,3,266.66,not out,2024,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
0,Hardus Viljoen,2,7,0,0,28.57,run out (Mohammad Amir/ï¿½Mohammad Rizwan),2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
1,Hardus Viljoen,8,7,1,0,114.28,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
2,Hardus Viljoen,1,3,0,0,33.33,lbw b Ibtisam Sheikh,2019,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
3,Hardus Viljoen,37,16,3,3,231.25,c Sohail Akhtar b Haris Rauf,2020,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
0,Mitchell McClenaghan,4,2,1,0,200.00,run out (ï¿½Mohammad Rizwan),2018,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
0,Alex Hales,46,33,5,2,139.39,c Sohaib Maqsood b Umar Gul,2018,Sharjah Cricket Stadium,Islamabad United,Multan Sultans
1,Alex Hales,16,12,2,0,133.33,c Watson b Mir Hamza,2018,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators
2,Alex Hales,11,9,2,0,122.22,c & b Mohammad Irfan,2018,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
3,Alex Hales,14,11,2,0,127.27,c Mills b Usman Shinwari,2018,Dubai International Cricket Stadium,Islamabad United,Karachi Kings
4,Alex Hales,41,42,5,1,97.61,c Babar Azam b Aamer Yamin,2019,"National Stadium, Karachi",Islamabad United,Karachi Kings
5,Alex Hales,1,5,0,0,20.00,c Pollard b Jordan,2019,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
6,Alex Hales,29,27,1,1,107.40,c sub (Abdul Nasir) b Mohammad Hasnain,2020,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
7,Alex Hales,29,21,4,1,138.09,c Shan Masood b Shahid Afridi,2020,Multan Cricket Stadium,Karachi Kings,Multan Sultans
8,Alex Hales,52,30,3,3,173.33,st ï¿½Ronchi b Ahmed Safi Abdullah,2020,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United
9,Alex Hales,49,27,6,2,181.48,b Yasir Shah,2020,Rawalpindi Cricket Stadium,Karachi Kings,Peshawar Zalmi
10,Alex Hales,80,48,6,5,166.66,not out,2020,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
11,Alex Hales,22,19,4,0,115.78,run out (Khushdil Shah),2020,"National Stadium, Karachi",Karachi Kings,Multan Sultans
12,Alex Hales,11,11,1,0,100.00,b Dilbar Hussain,2020,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars
13,Alex Hales,29,20,2,2,145.00,b Shahid Afridi,2021,"National Stadium, Karachi",Islamabad United,Multan Sultans
14,Alex Hales,46,21,8,1,219.04,c sub (Qasim Akram) b Waqas Maqsood,2021,"National Stadium, Karachi",Islamabad United,Karachi Kings
15,Alex Hales,41,27,5,1,151.85,c sub (Mohammad Imran) b Mahmood,2021,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
16,Alex Hales,23,13,5,0,176.92,b Zahid Mahmood,2021,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
17,Alex Hales,82,54,13,1,151.85,not out,2022,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
18,Alex Hales,23,14,4,0,164.28,c Rumman Raees b Willey,2022,"National Stadium, Karachi",Islamabad United,Multan Sultans
19,Alex Hales,22,9,5,0,244.44,c Vince b Faulkner,2022,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
20,Alex Hales,11,8,1,1,137.50,c Fakhar Zaman b Shaheen Shah Afridi,2022,"National Stadium, Karachi",Islamabad United,Lahore Qalandars
21,Alex Hales,30,21,5,0,142.85,c Gregory b Imad Wasim,2022,"National Stadium, Karachi",Islamabad United,Karachi Kings
22,Alex Hales,62,38,4,4,163.15,run out (Naseem Shah/ï¿½Sarfaraz Ahmed),2022,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
23,Alex Hales,25,19,3,1,131.57,c Babar Azam b Umaid Asif,2022,"Gaddafi Stadium, Lahore",Islamabad United,Karachi Kings
24,Alex Hales,62,49,6,3,126.53,b Salman Irshad,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
25,Alex Hales,38,29,2,1,131.03,c Kamran Ghulam b Haris Rauf,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
26,Alex Hales,34,16,4,2,212.50,b Aamer Yamin,2023,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings
27,Alex Hales,12,9,1,1,133.33,c Najibullah Zadran b Naveen-ul-Haq,2023,Rawalpindi Cricket Stadium,Islamabad United,Quetta Gladiators
28,Alex Hales,1,7,0,0,14.28,b Anwar Ali,2023,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
29,Alex Hales,18,16,0,1,112.50,c ï¿½Billings b Wiese,2023,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
30,Alex Hales,15,16,3,0,93.75,c Kohler-Cadmore b Aamer Jamal,2023,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi
31,Alex Hales,57,37,7,2,154.05,b Aamer Jamal,2023,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
32,Alex Hales,36,28,5,1,128.57,c & b Salman Fayyaz,2024,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
33,Alex Hales,2,8,0,0,25.00,c Khushdil Shah b Willey,2024,Multan Cricket Stadium,Islamabad United,Multan Sultans
34,Alex Hales,21,9,1,2,233.33,c Rossouw b Hosein,2024,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
35,Alex Hales,47,35,7,0,134.28,c Irfan Khan b Hasan Ali,2024,"National Stadium, Karachi",Islamabad United,Karachi Kings
36,Alex Hales,0,1,0,0,0.00,b Saim Ayub,2024,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi
37,Alex Hales,0,2,0,0,0.00,c Jahandad Khan b Shaheen Shah Afridi,2024,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
38,Alex Hales,18,13,2,1,138.46,b Mir Hamza,2024,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings
39,Alex Hales,0,1,0,0,0.00,c Usman Khan b Willey,2024,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
40,Alex Hales,23,20,1,2,115.00,c Roy b Hosein,2024,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
41,Alex Hales,1,2,0,0,50.00,c Mehran Mumtaz b Saim Ayub,2024,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
0,Kamran Akmal,75,51,3,6,147.05,c Bopara b Usman Shinwari,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
1,Kamran Akmal,58,39,7,2,148.71,c Waqas Maqsood b Shadab Khan,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United
0,Eoin Morgan (c),5,7,0,0,71.42,c Saad Nasim b Dawson,2018,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
1,Eoin Morgan (c),2,6,0,0,33.33,c ï¿½Walton b Shadab Khan,2018,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
2,Eoin Morgan (c),21,16,3,0,131.25,c Duminy b Amad Butt,2018,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
0,Chadwick Walton ï¿½,21,17,2,1,123.52,b Shahid Afridi,2018,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
1,Chadwick Walton ï¿½,1,4,0,0,25.00,run out (Mohammad Hasnain),2020,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
2,Chadwick Walton ï¿½,15,8,1,1,187.50,c Khushdil Shah b Imran Tahir,2020,Multan Cricket Stadium,Karachi Kings,Multan Sultans
3,Chadwick Walton ï¿½,23,17,3,0,135.29,not out,2020,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United
4,Chadwick Walton ï¿½,22,16,4,0,137.50,c Rahat Ali b Brathwaite,2020,Rawalpindi Cricket Stadium,Karachi Kings,Peshawar Zalmi
5,Chadwick Walton ï¿½,45,20,2,5,225.00,c Wiese b Salman Irshad,2020,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
6,Chadwick Walton ï¿½,11,6,1,1,183.33,c Hussain Talat b Rumman Raees,2020,"National Stadium, Karachi",Karachi Kings,Islamabad United
7,Chadwick Walton ï¿½,2,2,0,0,100.00,c Lyth b Sohail Tanvir,2020,"National Stadium, Karachi",Karachi Kings,Multan Sultans
8,Chadwick Walton ï¿½,22,27,1,0,81.48,lbw b Dilbar Hussain,2020,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars
9,Chadwick Walton ï¿½,35,23,4,1,152.17,run out (Imran Tahir/Sohail Khan),2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Multan Sultans
10,Chadwick Walton ï¿½,1,2,0,0,50.00,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Islamabad United
11,Chadwick Walton ï¿½,0,1,0,0,0.00,lbw b Sameen Gul,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi
12,Chadwick Walton ï¿½,10,6,0,1,166.66,b Rashid Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Lahore Qalandars
13,Chadwick Walton ï¿½,34,27,2,2,125.92,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators
14,Chadwick Walton ï¿½,9,8,0,0,112.50,c Rutherford b Wahab Riaz,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi
0,Steven Finn,0,1,0,0,0.00,lbw b Usman Shinwari,2018,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
0,Sameen Gul,1,1,0,0,100.00,not out,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
1,Sameen Gul,2,5,0,0,40.00,not out,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
2,Sameen Gul,0,0,0,0,-,not out,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
3,Sameen Gul,7,11,1,0,63.63,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Multan Sultans
0,Tom Kohler-Cadmore,5,5,1,0,100.00,c ï¿½Kamran Akmal b Hasan Ali,2018,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
1,Tom Kohler-Cadmore,53,32,6,1,165.62,c Sohail Tanvir b Shahnawaz Dahani,2021,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
2,Tom Kohler-Cadmore,4,4,1,0,100.00,c Delport b Steyn,2021,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
