batsman,total_runs,total_balls,fours,sixes,strike_rate,match_captain,wicket_type,dismissed_by,season,venue,team_name,opponent_team
Khalid Usman,19,11,2,0,172.72,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars
Salman Irshad,6,2,0,1,300.0,0,catch,Mohammad Sami,2018,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
Salman Irshad,1,3,0,0,33.33,0,catch,Hasan Ali,2018,Sharjah Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Salman Irshad,1,1,0,0,100.0,0,run out,run out,2018,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Salman Irshad,2,4,0,0,50.0,0,not out,not out,2020,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Salman Irshad,1,2,0,0,50.0,0,bowled,Rumman Raees,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Salman Irshad,1,2,0,0,50.0,0,not out,not out,2022,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
Salman Irshad,2,4,0,0,50.0,0,catch,Khushdil Shah,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Multan Sultans
Salman Irshad,0,5,0,0,0.0,0,bowled,Ihsanullah,2023,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Salman Irshad,0,2,0,0,0.0,0,not out,not out,2023,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars
Salman Irshad,0,3,0,0,0.0,0,not out,not out,2024,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Salman Irshad,3,4,0,0,75.0,0,not out,not out,2024,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
Rameez Raja,1,2,0,0,50.0,0,bowled,Junaid Khan,2018,Sharjah Cricket Stadium,Quetta Gladiators,Multan Sultans
Rameez Raja,22,14,2,1,157.14,0,bowled,Imran Tahir,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
Rameez Raja,1,1,0,0,100.0,0,not out,not out,2018,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
Rameez Raja,9,9,0,1,100.0,0,catch,Wahab Riaz,2018,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Rameez Raja,7,7,0,0,100.0,0,catch,Yasir Shah,2018,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
Rahat Ali,0,1,0,0,0.0,0,lbw,Imran Tahir,2018,Sharjah Cricket Stadium,Quetta Gladiators,Multan Sultans
Rahat Ali,1,2,0,0,50.0,0,not out,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Rahat Ali,1,2,0,0,50.0,0,not out,not out,2019,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
Rahat Ali,1,6,0,0,16.66,0,catch,Sohail Tanvir,2020,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Andre Fletcher,11,6,0,1,183.33,0,catch,Sohail Tanvir,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Andre Fletcher,19,18,1,1,105.55,0,catch,Patel,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Andre Fletcher,1,3,0,0,33.33,0,catch,Mir Hamza,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Andre Fletcher,34,30,3,2,113.33,0,catch,Bopara,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Andre Fletcher,21,15,4,0,140.0,0,lbw,Shadab Khan,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Andre Fletcher,1,3,0,0,33.33,0,lbw,Mohammad Irfan,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Andre Fletcher,24,14,3,1,171.42,0,catch,Mohammad Irfan,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Andre Fletcher,21,21,1,2,100.0,0,catch,Shadab Khan,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Andre Fletcher,26,28,2,1,92.85,0,bowled,Mohammad Nawaz,2019,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez,56,41,5,2,136.58,1,catch,Pollard,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Mohammad Hafeez,5,3,1,0,166.66,1,not out,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Mohammad Hafeez,14,11,0,1,127.27,1,run out,run out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Liam Dawson,32,17,0,3,188.23,0,catch,Sohail Tanvir,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Liam Dawson,1,4,0,0,25.0,0,bowled,Zafar Gohar,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Liam Dawson,2,5,0,0,40.0,0,catch,Watson,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Liam Dawson,2,4,0,0,50.0,0,bowled,Mohammad Amir,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Liam Dawson,62,35,6,4,177.14,0,catch,Rahat Ali,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Liam Dawson,13,13,0,1,100.0,0,catch,Usman Shinwari,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Liam Dawson,33,30,1,1,110.0,0,bowled,Mohammad Sami,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Liam Dawson,21,14,1,1,150.0,0,not out,not out,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Liam Dawson,43,33,4,1,130.3,0,catch,Usman Shinwari,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Liam Dawson,21,23,1,0,91.3,0,catch,Shadab Khan,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Liam Dawson,18,15,0,1,120.0,0,catch,Christian,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Multan Sultans
Liam Dawson,52,35,3,3,148.57,0,not out,not out,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Liam Dawson,0,1,0,0,0.0,0,bowled,Shaheen Shah Afridi,2019,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Lahore Qalandars
Liam Dawson,9,9,1,0,100.0,0,bowled,Mohammad Amir,2019,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Liam Dawson,5,6,0,0,83.33,0,catch,Ahsan Ali,2019,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Liam Dawson,22,16,0,1,137.5,0,catch,Mohammad Amir,2020,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Liam Dawson,5,5,0,0,100.0,0,not out,not out,2020,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Liam Dawson,22,23,1,0,95.65,0,catch,Shahid Afridi,2020,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Liam Dawson,0,1,0,0,0.0,0,catch,Cutting,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Liam Dawson,13,18,1,0,72.22,0,bowled,Faulkner,2022,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
Liam Dawson,15,16,0,1,93.75,0,catch,Thompson,2022,"Gaddafi Stadium, Lahore",Islamabad United,Karachi Kings
Liam Dawson,4,6,0,0,66.66,0,catch,Cutting,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Liam Dawson,31,26,4,1,119.23,0,catch,Zaman Khan,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Liam Dawson,22,11,5,0,200.0,0,catch,Willey,2022,"Gaddafi Stadium, Lahore",Islamabad United,Multan Sultans
Liam Dawson,10,2,1,1,500.0,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Liam Dawson,12,6,3,0,200.0,0,run out,run out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Liam Dawson,1,2,0,0,50.0,0,catch,Akif Javed,2023,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Ross Whiteley,16,15,0,1,106.66,0,catch,Rahat Ali,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
Ross Whiteley,0,1,0,0,0.0,0,bowled,Shaheen Shah Afridi,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
Ross Whiteley,11,10,1,0,110.0,0,catch,Shadab Khan,2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
Ben Laughlin,3,2,0,0,150.0,0,not out,not out,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
Anton Devcich,62,42,4,3,147.61,0,catch,Faheem Ashraf,2018,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Anton Devcich,22,9,5,0,244.44,0,catch,Shoaib Malik,2018,Dubai International Cricket Stadium,Lahore Qalandars,Multan Sultans
Anton Devcich,24,14,5,0,171.42,0,bowled,Mohammad Irfan,2018,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Anton Devcich,18,17,2,1,105.88,0,catch,Rahat Ali,2018,Sharjah Cricket Stadium,Lahore Qalandars,Quetta Gladiators
Anton Devcich,70,42,2,7,166.66,0,catch,Hasan Ali,2018,Sharjah Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Anton Devcich,14,12,0,0,116.66,0,run out,run out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United
Anton Devcich,28,30,2,0,93.33,0,catch,Mohammad Amir,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Anton Devcich,18,19,3,0,94.73,0,catch,Pollard,2019,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Anton Devcich,5,7,1,0,71.42,0,catch,Mills,2019,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Peshawar Zalmi
Anton Devcich,18,13,2,1,138.46,0,catch,Faheem Ashraf,2019,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
David Wiese,5,6,1,0,83.33,0,catch,Anwar Ali,2018,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
David Wiese,45,20,0,5,225.0,0,not out,not out,2019,Sharjah Cricket Stadium,Lahore Qalandars,Multan Sultans
David Wiese,20,16,0,1,125.0,0,catch,Sohail Tanvir,2019,Sharjah Cricket Stadium,Lahore Qalandars,Quetta Gladiators
David Wiese,3,6,0,0,50.0,0,not out,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
David Wiese,26,16,2,2,162.5,0,not out,not out,2019,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Peshawar Zalmi
David Wiese,12,14,1,0,85.71,0,catch,Rumman Raees,2019,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
David Wiese,30,22,2,2,136.36,0,catch,Mohammad Abbas,2019,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
David Wiese,3,5,0,0,60.0,0,bowled,Mohammad Ilyas,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,19,9,2,1,211.11,0,catch,Faheem Ashraf,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
David Wiese,9,7,2,0,128.57,0,catch,Wahab Riaz,2020,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
David Wiese,17,6,0,2,283.33,0,not out,not out,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
David Wiese,5,8,0,0,62.5,0,not out,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
David Wiese,16,7,0,2,228.57,0,not out,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
David Wiese,48,21,5,3,228.57,0,not out,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
David Wiese,14,14,1,0,100.0,0,not out,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
David Wiese,0,1,0,0,0.0,0,lbw,Mahmood,2021,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
David Wiese,13,8,1,1,162.5,0,catch,Shahnawaz Dahani,2021,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
David Wiese,31,9,3,3,344.44,0,not out,not out,2021,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
David Wiese,13,5,0,2,260.0,0,not out,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
David Wiese,0,0,0,0,0.0,0,not out,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
David Wiese,0,1,0,0,0.0,0,catch,Salman Irshad,2022,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
David Wiese,20,14,3,0,142.85,0,catch,Waqas Maqsood,2022,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
David Wiese,22,9,1,2,244.44,0,not out,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
David Wiese,31,23,2,1,134.78,0,lbw,Mir Hamza,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
David Wiese,17,12,0,1,141.66,0,catch,Faheem Ashraf,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
David Wiese,1,4,0,0,25.0,0,lbw,Khalid Usman,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
David Wiese,8,7,0,0,114.28,0,lbw,Rumman Raees,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,28,8,1,3,350.0,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
David Wiese,28,8,1,3,350.0,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,5,4,1,0,125.0,0,lbw,Shahnawaz Dahani,2023,Multan Cricket Stadium,Lahore Qalandars,Multan Sultans
David Wiese,9,9,1,0,100.0,0,catch,Aamer Yamin,2023,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
David Wiese,1,4,0,0,25.0,0,bowled,Mohammad Hasnain,2023,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
David Wiese,8,4,1,0,200.0,0,not out,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
David Wiese,12,6,1,1,200.0,0,catch,Abrar Ahmed,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
David Wiese,2,3,0,0,66.66,0,catch,Mohammad Nawaz,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
David Wiese,15,12,2,0,125.0,0,not out,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,0,2,0,0,0.0,0,catch,Arshad Iqbal,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
David Wiese,6,2,0,1,300.0,0,bowled,Fazalhaq Farooqi,2023,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
David Wiese,12,12,1,1,100.0,0,lbw,Usama Mir,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,9,7,1,0,128.57,0,not out,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
David Wiese,2,2,0,0,100.0,0,not out,not out,2023,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
David Wiese,14,8,1,1,175.0,0,catch,Naseem Shah,2024,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
David Wiese,24,11,3,0,218.18,0,not out,not out,2024,Rawalpindi Cricket Stadium,Lahore Qalandars,Islamabad United
David Wiese,24,9,0,3,266.66,0,not out,not out,2024,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Hardus Viljoen,2,7,0,0,28.57,0,run out,run out,2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
Hardus Viljoen,8,7,1,0,114.28,0,not out,not out,2019,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Hardus Viljoen,1,3,0,0,33.33,0,lbw,Ibtisam Sheikh,2019,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Hardus Viljoen,37,16,3,3,231.25,0,catch,Haris Rauf,2020,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
Mitchell McClenaghan,4,2,1,0,200.0,0,run out,run out,2018,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
Alex Hales,46,33,5,2,139.39,0,catch,Umar Gul,2018,Sharjah Cricket Stadium,Islamabad United,Multan Sultans
Alex Hales,16,12,2,0,133.33,0,catch,Mir Hamza,2018,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators
Alex Hales,11,9,2,0,122.22,0,catch,Mohammad Irfan,2018,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
Alex Hales,14,11,2,0,127.27,0,catch,Usman Shinwari,2018,Dubai International Cricket Stadium,Islamabad United,Karachi Kings
Alex Hales,41,42,5,1,97.61,0,catch,Aamer Yamin,2019,"National Stadium, Karachi",Islamabad United,Karachi Kings
Alex Hales,1,5,0,0,20.0,0,catch,Jordan,2019,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
Alex Hales,29,27,1,1,107.4,0,catch,Mohammad Hasnain,2020,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
Alex Hales,29,21,4,1,138.09,0,catch,Shahid Afridi,2020,Multan Cricket Stadium,Karachi Kings,Multan Sultans
Alex Hales,52,30,3,3,173.33,0,stumped,Ahmed Safi Abdullah,2020,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United
Alex Hales,49,27,6,2,181.48,0,bowled,Yasir Shah,2020,Rawalpindi Cricket Stadium,Karachi Kings,Peshawar Zalmi
Alex Hales,80,48,6,5,166.66,0,not out,not out,2020,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Alex Hales,22,19,4,0,115.78,0,run out,run out,2020,"National Stadium, Karachi",Karachi Kings,Multan Sultans
Alex Hales,11,11,1,0,100.0,0,bowled,Dilbar Hussain,2020,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars
Alex Hales,29,20,2,2,145.0,0,bowled,Shahid Afridi,2021,"National Stadium, Karachi",Islamabad United,Multan Sultans
Alex Hales,46,21,8,1,219.04,0,catch,Waqas Maqsood,2021,"National Stadium, Karachi",Islamabad United,Karachi Kings
Alex Hales,41,27,5,1,151.85,0,catch,Mahmood,2021,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
Alex Hales,23,13,5,0,176.92,0,bowled,Zahid Mahmood,2021,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
Alex Hales,82,54,13,1,151.85,0,not out,not out,2022,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
Alex Hales,23,14,4,0,164.28,0,catch,Willey,2022,"National Stadium, Karachi",Islamabad United,Multan Sultans
Alex Hales,22,9,5,0,244.44,0,catch,Faulkner,2022,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
Alex Hales,11,8,1,1,137.5,0,catch,Shaheen Shah Afridi,2022,"National Stadium, Karachi",Islamabad United,Lahore Qalandars
Alex Hales,30,21,5,0,142.85,0,catch,Imad Wasim,2022,"National Stadium, Karachi",Islamabad United,Karachi Kings
Alex Hales,62,38,4,4,163.15,0,run out,run out,2022,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
Alex Hales,25,19,3,1,131.57,0,catch,Umaid Asif,2022,"Gaddafi Stadium, Lahore",Islamabad United,Karachi Kings
Alex Hales,62,49,6,3,126.53,0,bowled,Salman Irshad,2022,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Alex Hales,38,29,2,1,131.03,0,catch,Haris Rauf,2022,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Alex Hales,34,16,4,2,212.5,0,bowled,Aamer Yamin,2023,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings
Alex Hales,12,9,1,1,133.33,0,catch,Naveen-ul-Haq,2023,Rawalpindi Cricket Stadium,Islamabad United,Quetta Gladiators
Alex Hales,1,7,0,0,14.28,0,bowled,Anwar Ali,2023,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
Alex Hales,18,16,0,1,112.5,0,catch,Wiese,2023,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
Alex Hales,15,16,3,0,93.75,0,catch,Aamer Jamal,2023,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi
Alex Hales,57,37,7,2,154.05,0,bowled,Aamer Jamal,2023,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
Alex Hales,36,28,5,1,128.57,0,catch,Salman Fayyaz,2024,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Alex Hales,2,8,0,0,25.0,0,catch,Willey,2024,Multan Cricket Stadium,Islamabad United,Multan Sultans
Alex Hales,21,9,1,2,233.33,0,catch,Hosein,2024,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
Alex Hales,47,35,7,0,134.28,0,catch,Hasan Ali,2024,"National Stadium, Karachi",Islamabad United,Karachi Kings
Alex Hales,0,1,0,0,0.0,0,bowled,Saim Ayub,2024,Rawalpindi Cricket Stadium,Islamabad United,Peshawar Zalmi
Alex Hales,0,2,0,0,0.0,0,catch,Shaheen Shah Afridi,2024,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
Alex Hales,18,13,2,1,138.46,0,bowled,Mir Hamza,2024,Rawalpindi Cricket Stadium,Islamabad United,Karachi Kings
Alex Hales,0,1,0,0,0.0,0,catch,Willey,2024,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
Alex Hales,23,20,1,2,115.0,0,catch,Hosein,2024,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
Alex Hales,1,2,0,0,50.0,0,catch,Saim Ayub,2024,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
Kamran Akmal,75,51,3,6,147.05,0,catch,Usman Shinwari,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Kamran Akmal,58,39,7,2,148.71,0,catch,Shadab Khan,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United
Eoin Morgan,5,7,0,0,71.42,1,catch,Dawson,2018,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
Eoin Morgan,2,6,0,0,33.33,1,catch,Shadab Khan,2018,Sharjah Cricket Stadium,Karachi Kings,Islamabad United
Eoin Morgan,21,16,3,0,131.25,1,catch,Amad Butt,2018,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
Chadwick Walton,21,17,2,1,123.52,0,bowled,Shahid Afridi,2018,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
Chadwick Walton,1,4,0,0,25.0,0,run out,run out,2020,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
Chadwick Walton,15,8,1,1,187.5,0,catch,Imran Tahir,2020,Multan Cricket Stadium,Karachi Kings,Multan Sultans
Chadwick Walton,23,17,3,0,135.29,0,not out,not out,2020,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United
Chadwick Walton,22,16,4,0,137.5,0,catch,Brathwaite,2020,Rawalpindi Cricket Stadium,Karachi Kings,Peshawar Zalmi
Chadwick Walton,45,20,2,5,225.0,0,catch,Salman Irshad,2020,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
Chadwick Walton,11,6,1,1,183.33,0,catch,Rumman Raees,2020,"National Stadium, Karachi",Karachi Kings,Islamabad United
Chadwick Walton,2,2,0,0,100.0,0,catch,Sohail Tanvir,2020,"National Stadium, Karachi",Karachi Kings,Multan Sultans
Chadwick Walton,22,27,1,0,81.48,0,lbw,Dilbar Hussain,2020,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars
Chadwick Walton,35,23,4,1,152.17,0,run out,run out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Multan Sultans
Chadwick Walton,1,2,0,0,50.0,0,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Islamabad United
Chadwick Walton,0,1,0,0,0.0,0,lbw,Sameen Gul,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi
Chadwick Walton,10,6,0,1,166.66,0,bowled,Rashid Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Lahore Qalandars
Chadwick Walton,34,27,2,2,125.92,0,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators
Chadwick Walton,9,8,0,0,112.5,0,catch,Wahab Riaz,2021,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi
Steven Finn,0,1,0,0,0.0,0,lbw,Usman Shinwari,2018,Sharjah Cricket Stadium,Islamabad United,Karachi Kings
Sameen Gul,1,1,0,0,100.0,0,not out,not out,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Sameen Gul,2,5,0,0,40.0,0,not out,not out,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Sameen Gul,0,0,0,0,0.0,0,not out,not out,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Sameen Gul,7,11,1,0,63.63,0,not out,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Multan Sultans
Tom Kohler-Cadmore,5,5,1,0,100.0,0,catch,Hasan Ali,2018,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
Tom Kohler-Cadmore,53,32,6,1,165.62,0,catch,Shahnawaz Dahani,2021,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
